Code,Parties,Jurisdiction,Type,Commodity,Status,Application date,Grant date,Expiry date,Number of licence renewals,Mining area,Application number,Comments,Map_Refe,guidSHectarep,guidLice,PartName
TN2358,TORORO CEMENT LIMITED (100%),Uganda,Exploration licence,Pozzolana,Application,14-Apr-16,,,,1.0000 square kilometer,TN2358,,"Eastern Region, Kapchorwa",6dd85919-321e-4c24-9f72-693089ca1d8e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML0061,TORORO CEMENT LIMITED (100%),Uganda,Mining lease,Pozzolana,Active,,21-Nov-05,20-Nov-26,0,9.2390 Hectare,,,"Eastern Region, Kapchorwa",d71ab1ad-1203-4ac0-af2c-9b8cba616aea,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML0593,TORORO CEMENT LIMITED (100%),Uganda,Mining lease,Limestone,Active,,16-Apr-10,15-Apr-31,0,51.8175 square kilometer,,"Date reviewed: 07/05/2015
User reviewed: Morris 
Status: up-to-date
Comments:","Northern Region, Moroto",caf75bd0-a4b2-4f21-9e2e-8bc309caaf00,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML4474,TORORO CEMENT LIMITED (100%),Uganda,Mining lease,"Columbite, Limestone",Active,,05-Mar-99,05-Feb-20,0,0.4052 square kilometer,,"Date reviewed: 07/05/2015
User reviewed: Morris 
Status: up-to-date
Comments:","Eastern Region, Tororo",20d4634b-c874-483b-bde1-a3e63a8c529b,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML4622,TORORO CEMENT LIMITED (100%),Uganda,Mining lease,Limestone,Active,,20-Dec-02,19-Dec-23,0,20.0191 square kilometer,,"Date reviewed: 02/04/2015
User reviewed: Morris 
Status: up-to-date
Comments: area on file is 2000Hectare while in flexi its 2002Hectare. payments are different.","Northern Region, Moroto",e3a34af5-5451-473a-8928-3e54f3804bd6,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML4684,TORORO CEMENT LIMITED (100%),Uganda,Mining lease,Limestone,Active,,26-Mar-04,25-Mar-25,0,71.9459 Hectare,,"Date reviewed: 02/04/2015
User reviewed: Morris 
Status: up-to-date
Comments: correct lease area and update rent fees","Eastern Region, Tororo",c2c06958-ccf3-43c8-bfaf-6f1fc7ceea82,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1662,TREADSTONE LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,29-May-17,28-Jul-17,27-Jul-20,0,3.7743 square kilometer,TN2561,,"Western Region, Kisoro",6436fb69-5ae5-4cb5-92a4-aaf2ce74278f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2468,TRIPLE T MINING LIMITED,Uganda,Exploration licence,"Gold, Platinum Group Metals, Rare Earth Elements",Application,28-Oct-16,,,,82.3900 square kilometer,TN2468,,"Northern Region, Nakapiripirit, Napak",1649342d-4726-44f6-b280-8ae67e8b2b2e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2469,TRIPLE T MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Platinum Group Metals, Rare Earth Elements",Application,28-Oct-16,,,,100.0000 square kilometer,TN2469,,"Northern Region, Napak",6ac94408-224f-4a5a-aa41-917e1bffea1f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2522,TROPICAL SKY MINERAL ROCK LIMITED,Uganda,Exploration licence,"Base Metals, Granite, Precious Metals",Application,28-Mar-17,,,,87.0650 square kilometer,TN2522,,"Central Region, Kiboga, Mityana",81e64d3d-7a3c-4add-897d-d401e09cd8ac,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
TN2800,TROPICAL SKY MINERAL ROCK LIMITED,Uganda,Exploration licence,"Dimension Stone, Granite",Application,25-May-18,,,,63.0000 square kilometer,TN2800,,"Central Region, Nakaseke",46277283-0166-44ea-8495-bd727810c103,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2733,TROPICAL SKY MINERAL ROCK LIMITED,Uganda,Exploration licence,"Dimension Stone, Granite",Application,23-Feb-18,,,,494.0000 square kilometer,TN2733,,"Western Region, Kiryandongo, Masindi",9c0ffadf-8696-4ba6-92e7-bda93c674b04,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2625,TROPICAL SKY MINERAL ROCK LIMITED,Uganda,Exploration licence,Dimension Stone,Application,14-Aug-17,,,,8.0000 square kilometer,TN2625,,"Eastern Region, Mbale",d1dbb691-f85c-4347-b779-eaeba2065690,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1655,TROPICAL SKY MINERAL ROCK LIMITED,Uganda,Location license,Dimension Stone,Active,14-Mar-17,06-May-17,06-Apr-19,0,0.1594 square kilometer,TN2516,,"Western Region, Hoima, Kibaale",8d387e19-017b-4c7c-b509-47460540928c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2460,TUO XIN MINING INDUSTRY CO. LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,24-Oct-16,,,,21.4259 square kilometer,TN2460,,"Central Region, Mubende",17480155-fc32-4604-af15-d30b9c3331d3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
TN2461,TUO XIN MINING INDUSTRY CO. LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,24-Oct-16,,,,314.7000 square kilometer,TN2461,,"Western Region, Kanungu",a715f12a-9146-4ace-8359-bac1bd95f8d1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1598,TUO XIN MINING INDUSTRY CO. LIMITED (100%),Uganda,Exploration licence,"Cassiterite, Gold, Tantalite, Wolfram",Active,29-Apr-16,16-Sep-16,15-Sep-19,0,30.0000 square kilometer,TN2363,,"Western Region, Kanungu",e487f134-27f0-4726-87aa-a2b119818b6c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1841,TURI LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,23-Aug-18,15-Oct-18,14-Oct-21,0,70.0000 square kilometer,TN2902,,"Central Region, Gomba, Mubende",e7480d66-1c56-43c9-abc8-8086abb9d6c8,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1738,TWINOMUJUNI ARTHUR,Uganda,Exploration licence,"Base Metals, Kaolin",Active,12-Nov-17,16-Apr-18,15-Apr-21,0,20.0000 square kilometer,TN2690,,"Central Region, Rakai",8218cc6b-0de5-4ecb-a84a-2aeae7e7d028,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2050,U.S. PANACEA EXPLORATIONS (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Precious Metals, Wolfram",Application,10-Mar-14,,,,14.0000 square kilometer,TN2050,,"Western Region, Kisoro",4ca5b6a2-ea35-43a2-9ad1-e8ee6f087e3d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2367,UCHIMBA INVESTMENTS LIMITED (100%),Uganda,Exploration licence,"Lithium, Rare Earth Elements, Tantalite",Application,05-Jun-16,,,,137.6500 square kilometer,TN2367,,"Central Region, Mityana, Wakiso",fa38309a-9d1b-4417-a8f7-436ebd0addac,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2308,UCHIMBA INVESTMENTS LIMITED (100%),Uganda,Location license,Limestone ,Application,01-May-16,,,,0.0798 square kilometer,TN2308,,"Western Region, Kasese",69427440-13ca-454b-8100-ea208d13aa1c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2245,UCHIMBA INVESTMENTS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,20-Aug-15,,,,40.7500 square kilometer,TN2245,,"Central Region, Mityana, Nakaseke",7676d9f3-20cd-4948-8bf9-db4b10b3201b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2251,UCHIMBA INVESTMENTS LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,09-Jan-15,,,,5.4227 square kilometer,TN2251,,"Eastern Region, Busia",99e4a46a-b14b-4d06-9369-64532f2f204f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2959,UGA MINES LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Application,29-Nov-18,,,,36.7642 square kilometer,TN2959,,"Western Region, Bushenyi, Mitooma",93831e67-bac8-454d-b94c-4e68482048f3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1460,UGA MINES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,26-Sep-14,24-Mar-15,23-Mar-20,1,15.8403 square kilometer,TN_2044,"Date reviewed: 04/05/2015
User reviewed: Morris 
Status: up-to-date
Comments:","Western Region, Bushenyi, Mitooma",b6445bef-f978-48e8-ac0a-510838ef73b5,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1569,UGA MINES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,24-Aug-15,29-Apr-16,28-Apr-19,0,59.0796 square kilometer,TN2247,,"Western Region, Bushenyi, Mitooma",ec5a07e2-1ef3-41f3-b4cb-b922cf3ab3a1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1601,UGA MINES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,24-Aug-15,10-Oct-16,10-Sep-19,0,4.9311 square kilometer,TN2246,,"Western Region, Bushenyi",68274018-2b1e-4064-b3c3-5f4676522783,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2956,UGANDA INTERNATIOANAL MINING COMPANY LIMITED,Uganda,Retention licence,Iron Ore,Application,24-Oct-18,,,,58.5414 square kilometer,TN2956,,"Western Region, Kanungu",c3c04ca7-2b60-4f45-b2b0-b424adac2dac,6a43f54f-8d7d-4f70-9ca4-84e5bf2a0937,Part 2
EL0879,UGANDA INTERNATIOANAL MINING COMPANY LIMITED (100%),Uganda,Exploration licence,"Columbite, Gold, Tin",Active,24-May-10,11-Jan-11,31-Oct-18,2,58.5414 square kilometer,,,"Western Region, Kanungu",f7a3603f-b7c9-465b-b7aa-bc97afa8fd93,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
ML1170,UGANDA INTERNATIOANAL MINING COMPANY LIMITED (100%),Uganda,Mining lease,Iron Ore,Active,22-Feb-13,20-Jun-13,19-Jun-34,,1.0552 square kilometer,TN1698,,"Western Region, Kanungu",fd3c11d1-d614-4477-b3ad-7d4793ab94b0,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1627,UGANDA SINO-WATSON MINERALS COMPANY LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,15-Dec-15,20-Dec-16,19-Dec-19,0,201.1500 square kilometer,TN2300,,"Western Region, Ntungamo",bbd64eac-11ca-4057-aaa4-41f7ad262a2c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1478,UGANDA SINO-WATSON MINERALS COMPANY LIMITED  (100%),Uganda,Exploration licence,"Base Metals, Gold, Precious Metals, Tin",Active,04-Feb-15,15-May-15,14-May-18,0,1.0112 square kilometer,TN2160,,"Western Region, Ntungamo",dc878ecb-f2fe-4245-b1ff-e6197e926abc,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2436,UGANED HOLDINGS LTD,Uganda,Exploration licence,"Gold, Marble",Application,09-Jun-16,,,,130.1596 square kilometer,TN2436,,"Northern Region, Moroto",c2ad1aad-389d-4ad4-80a4-199879dc7e22,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2062,UGANED HOLDINGS LTD (100%),Uganda,Exploration licence,"Industrial Minerals, Limestone ",Application,23-Oct-14,,,,80.4341 square kilometer,TN2062,,"Northern Region, Moyo",794761e0-f9e5-496d-a5a3-fdd4c2c5afc6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1531,UGANED HOLDINGS LTD (100%),Uganda,Exploration licence,"Base Metals, Gold, Marble",Active,11-Jul-14,29-Dec-15,28-Dec-18,0,88.4250 square kilometer,TN2067,,"Northern Region, Moyo",e0989caf-3b1b-431e-b8ea-4078a0a26e30,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2099,UGANED HOLDINGS LTD (100%),Uganda,Exploration licence,"Base Metals, Gold, Marble",Application,12-May-14,,,,216.1700 square kilometer,TN2099,,"Northern Region, Moyo",4810b129-353e-4316-bab0-701275419b37,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1567,UNITED AFRICAN MINES COMPANY LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Iron Ore, Precious Metals",Active,12-Nov-14,22-Apr-16,21-Apr-19,0,239.0700 square kilometer,TN2103,,"Central Region, Kiboga, Mityana",61ceeb9d-743e-417a-a6ee-6e3d6fcf49a0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1830,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,30-Jul-12,10-May-18,10-Apr-21,0,52.5000 square kilometer,TN1446,,"Central Region, Luwero, Nakaseke",ca2c6382-082c-4583-849b-f4580c1ea0e6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1024,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Active,27-Mar-12,08-Oct-12,08-Sep-19,2,5.0000 square kilometer,TN1285,,"Western Region, Kyegegwa",d29ac527-ab90-4070-9c29-a2c3dec27dcf,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1592,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,25-Nov-15,31-Aug-16,30-Aug-19,0,58.0000 square kilometer,TN2281,,"Northern Region, Gulu",4c06f9bc-6dcb-405e-bf96-afeddbf46fe0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1023,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Active,03-Jun-12,08-Oct-12,08-Sep-19,2,9.6000 square kilometer,TN1279,,"Central Region, Mukono",fd2c8838-7ba7-452b-84e4-d0ee772357cd,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1020,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,04-Apr-12,08-Oct-12,08-Sep-19,2,10.0000 square kilometer,TN1384,,"Northern Region, Gulu, Nwoya",c0b76ef9-4ea7-438a-97f9-e1d246684ada,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1021,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,03-Feb-12,08-Oct-12,08-Sep-19,2,10.0000 square kilometer,TN1273,,"Northern Region, Gulu",a5d47778-697a-43a9-8f06-53536a543282,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1022,UNIVERSAL GRANITES AND MARBLE LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Active,03-Feb-12,08-Oct-12,08-Sep-19,2,10.0000 square kilometer,TN1278,,"Central Region, Kiboga",44a3e5c4-437a-4d57-8687-f0bdfd336897,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2285,USSAMA LGGA (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,30-Nov-15,,,,150.0000 square kilometer,TN2285,,"Northern Region, Kaabong, Kotido",88a28915-1f64-49a5-9b1d-20068b7448cf,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1609,USSAMA LGGA (100%),Uganda,Exploration licence,Phosphate,Active,02-Dec-16,11-Sep-16,11-Aug-19,0,54.8037 square kilometer,TN2323,,"Eastern Region, Tororo",802b36a4-2a33-4174-b5b8-40ecc6cfb75d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2284,USSAMA LGGA (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,12-Jan-15,,,,100.0000 square kilometer,TN2284,,"Northern Region, Kaabong, Kotido",eae716ba-402e-4d64-b587-9232e46a4f5f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2640,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,27-Sep-17,,,,87.0000 square kilometer,TN2640,,"Western Region, Buhweju, Mbarara",661c9d58-19a8-40fb-b210-fb7b8e90309d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2641,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,27-Sep-17,,,,56.0000 square kilometer,TN2641,,"Western Region, Kabale, Kanungu",cc14afd9-09dc-42f7-a9cc-f9897ba0c031,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1764,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Active,25-Apr-18,06-Aug-18,06-Jul-20,0,0.1564 square kilometer,TN2795,,"Northern Region, Amudat",65c7a976-c867-4f69-a710-9398815e35fe,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2791,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2791,,"Northern Region, Amudat",98710279-c4a6-4cb9-9894-bc773ce4ef5c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2792,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2792,,"Northern Region, Amudat",40e49b4e-8883-4272-a102-6236bf907cd0,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2793,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2793,,"Northern Region, Amudat",973a08c4-1258-4800-b2df-529fd326ca6d,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2794,VICTORIA BEST LIMITED,Uganda,Location license,"Base Metals, Gold",Application,25-Apr-18,,,,0.1564 square kilometer,TN2794,,"Northern Region, Amudat",ad0be3ba-57e4-408b-a3f4-63c5a7769465,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2796,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2796,,"Northern Region, Amudat",929fcc0a-9150-48fa-b1e6-8f6665677e26,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2797,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2797,,"Northern Region, Amudat",ca16699e-1aa3-4920-bcbb-1458ac142dd9,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2798,VICTORIA BEST LIMITED,Uganda,Location license,Gold,Application,25-Apr-18,,,,0.1564 square kilometer,TN2798,,"Northern Region, Amudat",1fe8ae86-30a8-4048-8fc0-d0feeeb2c989,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2672,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,13-Nov-17,,,,59.0000 square kilometer,TN2672,,"Central Region, Mubende",32cc7919-eeb7-4089-b7c5-2dfaf27ca8f2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2571,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,21-Jun-17,,,,59.0000 square kilometer,TN2571,,"Central Region, Mubende",c3c2f9bf-4215-4891-abde-24d75fed365f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1613,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,06-Jun-16,11-Sep-16,11-Aug-19,0,62.7240 square kilometer,TN2387,,"Central Region, Mubende; Western Region, Kibaale",e20047f2-517f-4ac5-9b40-82c84cc8f8a1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1656,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,06-Jun-16,06-Dec-17,06-Nov-20,0,40.0000 square kilometer,TN2386,,"Central Region, Mubende",8f8b04e0-0074-497b-980f-1e4c527ca0cc,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1639,VICTORIA BEST LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,12-Jan-16,28-Mar-17,27-Mar-20,0,103.7600 square kilometer,TN2482,,"Eastern Region, Bukwo, Kween; Northern Region, Amudat",8c5d99fc-328a-4ebc-b821-ab343b32cd9c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2477,VICTORIA DEBORAH CHEDE,Uganda,Exploration licence,"Base Metals, Gold, Uranium",Application,14-Nov-16,,,,99.0000 square kilometer,TN2477,,"Eastern Region, Kibuku, Pallisa",7d62aba8-cd6c-4223-aef1-51a7e3497487,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2942,VICTORIA ENVIROS CONSULT LIMITED,Uganda,Location license,Kaolin,Application,24-Sep-18,,,,0.1598 square kilometer,TN2942,,"Western Region, Sheema",71afc8dd-9b17-4009-a017-aafca701a811,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2944,VICTORIA ENVIROS CONSULT LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,24-Sep-18,,,,28.8538 square kilometer,TN2944,,"Western Region, Kabale, Kisoro",fad255bc-c925-4246-a612-1d7ebcfd9190,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2953,VICTORIA ENVIROS CONSULT LIMITED,Uganda,Exploration licence,"Base Metals, Tin",Application,17-Oct-18,,,,60.0000 square kilometer,TN2953,,"Western Region, Isingiro",2d368ab7-69d9-4810-85a7-4623739c1720,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1560,VICTORIA GRANITES & MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,28-Jan-15,03-Nov-16,03-Oct-19,0,86.0000 square kilometer,TN2125,,"Northern Region, Amuru, Gulu, Nwoya",06ed6b7b-41c1-42d3-b4ad-5a6756035b27,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1559,VICTORIA GRANITES & MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,21-Jan-15,03-Nov-16,03-Oct-19,0,48.0000 square kilometer,TN2118,,"Central Region, Luwero",92d3d30f-2870-41b1-9ca6-29c4350d71ab,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1597,VICTORIA GRANITES & MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,21-Jan-15,14-Sep-16,13-Sep-19,0,46.1500 square kilometer,TN2119,TN added for uniformity for an application ID,"Central Region, Kiboga, Kyankwanzi",44a632ba-d0fe-4d6b-ae0a-414b830be2ac,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2117,VICTORIA GRANITES & MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Application,21-Jan-15,,,,47.5000 square kilometer,TN2117,,"Central Region, Luwero, Mukono",31b61411-2c12-47d4-899e-d2f460e0aede,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1608,VICTORIA GRANITES & MARBLE LIMITED (100%),Uganda,Exploration licence,Granite,Active,06-Jan-15,11-Sep-16,11-Aug-19,0,8.4000 square kilometer,TN2202,,"Northern Region, Lira",9f944ec4-77b7-48a3-9d84-370e2aaf1ad7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1802,VIRAT ALLOYS LIMITED,Uganda,Exploration licence,"Coltan, Tin",Active,01-Sep-18,09-Oct-18,09-Sep-21,0,38.5362 square kilometer,TN2703,,"Western Region, Ntungamo",01357597-5e34-495a-acd0-fbf8bda2561c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2688,WAGAGAI MINING (U) LIMITED,Uganda,Mining lease,Gold,Application,12-Nov-17,,,,9.2244 square kilometer,TN2688,,"Eastern Region, Busia",a142ae30-d7bb-4f02-8c69-74338b13c0dc,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1762,WCH INTERNATIONAL QUARRY LIMITED,Uganda,Exploration licence,Iron Ore,Active,15-Jan-18,31-May-18,30-May-21,0,120.9284 square kilometer,TN2707,,"Western Region, Kabale",54ba8013-ece5-4988-8599-1633ea19d1ab,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2261,WEIHAI INTERNATIONAL ECONOMIC & TECHNICAL COOPERATION LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,29-Sep-15,,,,101.2000 square kilometer,TN2261,,"Western Region, Bushenyi, Mitooma, Ntungamo, Sheema",f384373d-1c29-4119-81a7-1bb3314f6cce,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1570,WEIHAI INTERNATIONAL ECONOMIC & TECHNICAL COOPERATION LIMITED (100%),Uganda,Exploration licence,"Berrylium, Bismuth, Columbite, LI, Tantalite",Active,14-Jan-16,26-Apr-16,25-Apr-19,0,74.7416 square kilometer,TN2310,,"Western Region, Mitooma, Ntungamo, Rukungiri",3956c285-e273-481a-9aaa-212f81894a51,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1591,WEIHAI INTERNATIONAL ECONOMIC & TECHNICAL COOPERATION LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,09-Jan-15,22-Sep-16,21-Sep-19,0,5.7800 square kilometer,TN2252,,"Central Region, Kiboga, Mityana",ad981e1c-ba58-4086-af64-c0eff54bd9ff,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1194,WELT MACHNEN ENGINEERING LIMITED (100%),Uganda,Location license,Granite,Active,18-Jun-13,16-Aug-13,15-Aug-15,,0.1590 square kilometer,TN1791,,"Northern Region, Nakapiripirit",7bcbd87c-744c-4554-8131-5a99187a28ad,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1195,WELT MACHNEN ENGINEERING LIMITED (100%),Uganda,Location license,Granite,Active,18-Jun-13,16-Aug-13,15-Aug-15,,0.1586 square kilometer,TN1792,,"Northern Region, Nakapiripirit",a3c9b845-8b60-4f09-87b7-9c2abb93e2e2,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2470,WEPAY SYSTEMS LIMITED,Uganda,Exploration licence,"Base Metals, Iron Ore",Application,11-Feb-16,,,,6.6662 square kilometer,TN2470,,"Western Region, Kisoro",914f1b78-ce6c-442c-8778-1ccae08b4aec,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1825,WILBERFORCE MUWONGE MUTEBI,Uganda,Exploration licence,"Base Metals, Platinum Group Metals, Precious Metals",Active,28-May-18,18-Sep-18,17-Sep-21,0,110.0000 square kilometer,TN2836,,"Western Region, Hoima, Kibaale",ba261a55-fec6-44b3-badb-96f84ec29a45,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1584,WOOD MACHINERY LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Active,29-Feb-16,23-Sep-16,22-Sep-19,0,75.9414 square kilometer,TN2335,,"Northern Region, Gulu",8af43e99-6319-440d-a8ce-9a0a09c87e5c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
